rounds,nl,sbox_name,hidden_size,avalanche_effect,is_random,plaintext_type,avg_cos,std_cos,bit_acc,avg_bit_acc,word_acc,total_samples
6,0,perfectly_linear,1024,,True,random,0.725414440940637,0.040554243925414686,58.77,58.76551418439716,0.0,141
6,0,perfectly_linear,128,,True,random,0.7335345784447149,0.04089927437784778,61.54,61.535904255319146,0.0,141
6,0,perfectly_linear,256,,True,random,0.727775481781641,0.04018755155558097,60.55,60.54964539007092,0.0,141
6,0,perfectly_linear,512,,True,random,0.7283627929337245,0.04123991526810764,59.56,59.5633865248227,0.0,141
6,2,nonlinearity_two,1024,,True,random,0.698644845057423,0.04169303395004535,49.37,49.368351063829785,0.0,141
6,2,nonlinearity_two,128,,True,random,0.6957728142523361,0.041383363046057955,49.59,49.589982269503544,0.0,141
6,2,nonlinearity_two,256,,True,random,0.6999380984125493,0.040763407207606864,50.17,50.16622340425532,0.0,141
6,2,nonlinearity_two,512,,True,random,0.700618604856765,0.040184447444778885,50.11,50.11081560283688,0.0,141
6,4,default_sbox,1024,,True,random,0.6998824614137382,0.04620585111949716,49.12,49.124556737588655,0.0,141
6,4,default_sbox,128,,True,random,0.699524362035111,0.04813538468236593,49.84,49.844858156028366,0.0,141
6,4,default_sbox,256,,True,random,0.6968053213803297,0.04730387986007558,50.03,50.03324468085106,0.0,141
6,4,default_sbox,512,,True,random,0.6987663200853719,0.04562414359772721,49.36,49.3572695035461,0.0,141
7,0,perfectly_linear,1024,,True,random,0.7232215665420352,0.0425022390116015,57.75,57.746010638297875,0.0,141
7,0,perfectly_linear,128,,True,random,0.7274449952715558,0.04072386850040905,59.65,59.6520390070922,0.0,141
7,0,perfectly_linear,256,,True,random,0.7229056635080873,0.04178986156209528,58.2,58.20035460992908,0.0,141
7,0,perfectly_linear,512,,True,random,0.7226058953244714,0.04278650162295455,57.66,57.657358156028366,0.0,141
7,2,nonlinearity_two,1024,,True,random,0.7134645578910414,0.04145184989981797,50.38,50.376773049645394,0.0,141
7,2,nonlinearity_two,128,,True,random,0.7092031574162562,0.04340016059645135,50.49,50.487588652482266,0.0,141
7,2,nonlinearity_two,256,,True,random,0.7111912848217369,0.04225514344068011,51.02,51.019503546099294,0.0,141
7,2,nonlinearity_two,512,,True,random,0.711936290820704,0.04170774195033291,49.73,49.734042553191486,0.0,141
7,4,default_sbox,1024,,True,random,0.7133710660546416,0.04711297688348005,49.26,49.257535460992905,0.0,141
7,4,default_sbox,128,,True,random,0.7092355110105035,0.0501319980224116,50.25,50.25487588652482,0.0,141
7,4,default_sbox,256,,True,random,0.7098593723988228,0.04813638591512963,50.38,50.376773049645394,0.0,141
7,4,default_sbox,512,,True,random,0.7107247954167211,0.048551213883945656,50.14,50.14406028368794,0.0,141
8,0,perfectly_linear,1024,,True,random,0.712398837262921,0.04380178868398957,55.95,55.950797872340424,0.0,141
8,0,perfectly_linear,128,,True,random,0.7229776089415029,0.043530221939028654,59.23,59.23093971631206,0.0,141
8,0,perfectly_linear,256,,True,random,0.7149711981002279,0.043100642216412625,56.67,56.67109929078014,0.0,141
8,0,perfectly_linear,512,,True,random,0.7135219769423032,0.04406865454552931,56.42,56.41622340425532,0.0,141
8,2,nonlinearity_two,1024,,True,random,0.7029349249164338,0.042284312293198734,50.48,50.47650709219858,0.0,141
8,2,nonlinearity_two,128,,True,random,0.7012629872644209,0.04188438475352826,49.77,49.767287234042556,0.0,141
8,2,nonlinearity_two,256,,True,random,0.7023321507362096,0.04242367962490654,50.61,50.60948581560284,0.0,141
8,2,nonlinearity_two,512,,True,random,0.7029630185544894,0.042284526919280724,50.03,50.03324468085106,0.0,141
8,4,default_sbox,1024,,True,random,0.7022496804145286,0.0392432901555137,49.45,49.4459219858156,0.0,141
8,4,default_sbox,128,,True,random,0.6988870412885171,0.04085462400561932,50.14,50.14406028368794,0.0,141
8,4,default_sbox,256,,True,random,0.6984952529925003,0.040840563785112,50.14,50.14406028368794,0.0,141
8,4,default_sbox,512,,True,random,0.7022065800886029,0.03928158605437209,49.36,49.3572695035461,0.0,141
9,0,perfectly_linear,1024,,True,random,0.7060066356147695,0.050356775156234754,54.49,54.48803191489362,0.0,141
9,0,perfectly_linear,128,,True,random,0.7143357346477817,0.048214252233284155,57.19,57.19193262411348,0.0,141
9,0,perfectly_linear,256,,True,random,0.7133812496471034,0.04889342621705029,57.09,57.09219858156028,0.0,141
9,0,perfectly_linear,512,,True,random,0.7130115595522324,0.04902179805538764,55.84,55.839982269503544,0.0,141
9,2,nonlinearity_two,1024,,True,random,0.713054016049058,0.04388919972007805,49.69,49.68971631205674,0.0,141
9,2,nonlinearity_two,128,,True,random,0.7124424089366784,0.0444289676313033,50.18,50.177304964539005,0.0,141
9,2,nonlinearity_two,256,,True,random,0.7130170613142651,0.04391318231559041,50.16,50.155141843971634,0.0,141
9,2,nonlinearity_two,512,,True,random,0.713062698731218,0.04390913561326631,49.99,49.988918439716315,0.0,141
9,4,default_sbox,1024,,True,random,0.699624289324642,0.04717385801424937,49.07,49.069148936170215,0.0,141
9,4,default_sbox,128,,True,random,0.6980887188725408,0.047083160267916487,49.82,49.822695035460995,0.0,141
9,4,default_sbox,256,,True,random,0.6986074671846775,0.047255484516429185,50.06,50.05540780141844,0.0,141
9,4,default_sbox,512,,True,random,0.6995552546973589,0.04718789540517542,48.97,48.96941489361702,0.0,141
